Contribution,Performance Metric,Layer,Expert
-0.0019047619047618714,italian,2,7
0.0025714285714285856,country_capital,2,7
0.0019173848404940143,addition,3,0
0.0016004268218553143,subtraction,3,0
0.0009282239469214001,multiplication,3,0
0.0035238095238095146,english,3,0
-0.0017142857142856429,german,3,0
0.0033333333333332854,french,3,0
0.00028571428571425695,spanish,3,0
0.004952380952380929,italian,3,0
0.0024285714285714145,country_capital,3,0
0.0003873532707566046,addition,3,1
0.00012699595766819998,subtraction,3,1
-0.0021286711887551855,multiplication,3,1
0.004571428571428543,english,3,1
0.003238095238095186,german,3,1
-0.00019047619047621423,french,3,1
0.0034285714285713855,spanish,3,1
-0.0009523809523809141,italian,3,1
0.0055714285714285,country_capital,3,1
-0.0016114208387317571,addition,3,2
0.0008275645767242285,subtraction,3,2
-0.00044781958626499994,multiplication,3,2
0.008380952380952359,english,3,2
0.0006666666666667001,german,3,2
0.0031428571428570857,french,3,2
0.009333333333333286,spanish,3,2
0.004571428571428543,italian,3,2
-0.0037142857142857,country_capital,3,2
0.0015735764935344717,addition,3,3
0.0014668063806719223,subtraction,3,3
-0.00010218254356908565,multiplication,3,3
0.014380952380952315,english,3,3
0.009809523809523744,german,3,3
0.011999999999999957,french,3,3
0.005999999999999957,spanish,3,3
0.0029523809523809,italian,3,3
0.0062857142857142435,country_capital,3,3
0.006381248396794543,addition,3,4
0.0088523117949588,subtraction,3,4
0.002463502572746257,multiplication,3,4
0.004190476190476143,english,3,4
0.0017142857142856717,german,3,4
0.0008571428571428573,french,3,4
0.0038095238095237427,spanish,3,4
0.0044761904761904435,italian,3,4
0.0042857142857142564,country_capital,3,4
0.003322604799495543,addition,3,5
0.0014451158707460855,subtraction,3,5
0.00026189555853421427,multiplication,3,5
-0.0005714285714286001,english,3,5
0.00028571428571428574,german,3,5
-0.0056190476190476285,french,3,5
-0.0026666666666666,spanish,3,5
0.00038095238095231423,italian,3,5
0.012428571428571357,country_capital,3,5
0.0032447070902952998,addition,3,6
0.004759127979085913,subtraction,3,6
0.006237419831957614,multiplication,3,6
0.004761904761904699,english,3,6
0.0016190476190476144,german,3,6
0.0021904761904761715,french,3,6
-0.0007619047619047858,spanish,3,6
0.0027619047619046994,italian,3,6
0.013285714285714215,country_capital,3,6
0.013025892058455057,addition,3,7
0.012478974868890784,subtraction,3,7
0.008327760272718242,multiplication,3,7
0.011523809523809488,english,3,7
0.010190476190476099,german,3,7
0.00028571428571428574,french,3,7
-0.005619047619047586,spanish,3,7
0.007333333333333285,italian,3,7
0.009214285714285644,country_capital,3,7
0.0018412864213283714,addition,4,0
0.0018149158575628572,subtraction,4,0
0.0007988115603662001,multiplication,4,0
0.001428571428571414,english,4,0
0.01476190476190473,german,4,0
0.012380952380952286,french,4,0
0.0022857142857142273,spanish,4,0
0.015142857142857085,italian,4,0
0.006214285714285729,country_capital,4,0
0.004323315013651129,addition,4,1
0.0021812739548033285,subtraction,4,1
0.007643817612515043,multiplication,4,1
0.008476190476190457,english,4,1
9.523809523807162e-05,german,4,1
-0.0003809523809523427,french,4,1
-0.0006666666666666569,spanish,4,1
0.009619047619047557,italian,4,1
0.006785714285714272,country_capital,4,1
0.0021097343133056573,addition,4,2
0.0030001189831021435,subtraction,4,2
0.001374294177655443,multiplication,4,2
0.003999999999999958,english,4,2
0.0036190476190475856,german,4,2
0.005238095238095201,french,4,2
0.0050476190476190005,spanish,4,2
0.004666666666666643,italian,4,2
-0.000785714285714286,country_capital,4,2
0.003945680331184471,addition,4,3
0.006469362857808186,subtraction,4,3
0.00035448073557321427,multiplication,4,3
0.011999999999999927,english,4,3
0.004761904761904757,german,4,3
0.004476190476190414,french,4,3
0.007714285714285672,spanish,4,3
0.003904761904761886,italian,4,3
0.012714285714285714,country_capital,4,3
0.0016789807375941857,addition,4,4
0.0025841062299045287,subtraction,4,4
0.0021967505805740857,multiplication,4,4
-0.00038095238095241436,english,4,4
-0.0014285714285713715,german,4,4
0.0010476190476190286,french,4,4
0.0027619047619047285,spanish,4,4
-0.00028571428571428574,italian,4,4
0.022928571428571416,country_capital,4,4
0.003993419683335628,addition,4,5
0.0021433127096992,subtraction,4,5
0.002111215628442457,multiplication,4,5
0.005238095238095201,english,4,5
-0.0048571428571428715,german,4,5
-0.003714285714285686,french,4,5
-0.0039047619047618575,spanish,4,5
0.006095238095238029,italian,4,5
0.009428571428571413,country_capital,4,5
0.007189467162156214,addition,4,6
0.006296910403633014,subtraction,4,6
0.0027131152771908856,multiplication,4,6
0.0028571428571428294,english,4,6
-0.00028571428571428574,german,4,6
0.001238095238095257,french,4,6
0.0008571428571428143,spanish,4,6
0.004571428571428558,italian,4,6
-0.0017142857142856429,country_capital,4,6
0.00011969476990484305,addition,4,7
0.005297994248204271,subtraction,4,7
-8.819997307392859e-05,multiplication,4,7
0.005714285714285672,english,4,7
-0.0024761904761904283,german,4,7
0.006095238095238015,french,4,7
0.0014285714285713713,spanish,4,7
0.007333333333333257,italian,4,7
0.012642857142857131,country_capital,4,7
0.0032754123483114714,addition,5,0
0.016177233807275787,subtraction,5,0
0.004686238901154771,multiplication,5,0
0.016571428571428556,english,5,0
-0.0031428571428571144,german,5,0
0.00028571428571425695,french,5,0
0.007047619047619015,spanish,5,0
0.003999999999999943,italian,5,0
0.0008571428571427714,country_capital,5,0
0.0037971377206670854,addition,5,1
0.006036928920752414,subtraction,5,1
0.003449181467458743,multiplication,5,1
0.0004761904761904574,english,5,1
0.0050476190476190005,german,5,1
0.0008571428571428572,french,5,1
0.0037142857142857147,spanish,5,1
0.000761904761904743,italian,5,1
0.003214285714285614,country_capital,5,1
0.005018145890834886,addition,5,2
0.004026038402929086,subtraction,5,2
0.004094435357670585,multiplication,5,2
0.0012380952380952,english,5,2
0.005142857142857058,german,5,2
0.005142857142857115,french,5,2
0.0018095238095237715,spanish,5,2
0.005047619047619015,italian,5,2
0.0014999999999999998,country_capital,5,2
0.00016742857982357138,addition,5,3
0.00021888094009941725,subtraction,5,3
0.001910583557432257,multiplication,5,3
-0.003238095238095186,english,5,3
-0.0033333333333332715,german,5,3
-0.001428571428571414,french,5,3
0.0056190476190475435,spanish,5,3
-0.0019047619047619,italian,5,3
-0.005357142857142771,country_capital,5,3
0.0012002106203786572,addition,5,4
0.003581178143362957,subtraction,5,4
0.0004246333653896428,multiplication,5,4
0.003047619047619,english,5,4
0.0019047619047618714,german,5,4
-0.0018095238095238286,french,5,4
-0.001523809523809486,spanish,5,4
-9.523809523812861e-05,italian,5,4
0.014499999999999985,country_capital,5,4
0.011527223119239914,addition,5,5
0.009029458512231584,subtraction,5,5
0.003144562323763957,multiplication,5,5
0.016571428571428515,english,5,5
0.013809523809523744,german,5,5
0.009142857142857072,french,5,5
-0.003999999999999929,spanish,5,5
0.011428571428571344,italian,5,5
0.012285714285714214,country_capital,5,5
0.005260542002348744,addition,5,6
0.0012065694343005144,subtraction,5,6
0.0003762053928020572,multiplication,5,6
0.013999999999999957,english,5,6
0.006190476190476114,german,5,6
0.0055238095238095,french,5,6
-0.00028571428571428574,spanish,5,6
0.004190476190476172,italian,5,6
0.0029999999999999285,country_capital,5,6
0.0024230214385675573,addition,5,7
-0.0017829247472103999,subtraction,5,7
0.00027977875687962864,multiplication,5,7
-0.005047619047619029,english,5,7
0.0014285714285714,german,5,7
0.00028571428571428584,french,5,7
-0.0005714285714285859,spanish,5,7
0.002666666666666629,italian,5,7
-0.0008571428571428428,country_capital,5,7
0.005927977982179615,addition,6,0
0.014876416759399871,subtraction,6,0
0.003475463643110643,multiplication,6,0
0.0011428571428570857,english,6,0
0.004666666666666601,german,6,0
0.007142857142857071,french,6,0
-0.0022857142857143,spanish,6,0
0.007333333333333271,italian,6,0
0.00028571428571429983,country_capital,6,0
0.009127321627951828,addition,6,1
0.005329315059357014,subtraction,6,1
0.004339413566514314,multiplication,6,1
0.0017142857142857287,english,6,1
0.001619047619047586,german,6,1
0.0005714285714285715,french,6,1
1.4249514266952343e-17,spanish,6,1
0.0028571428571428003,italian,6,1
-0.0020714285714285,country_capital,6,1
0.0024333830501897,addition,6,2
0.003930310857831828,subtraction,6,2
0.005372841249942056,multiplication,6,2
0.009714285714285672,english,6,2
0.0065714285714285284,german,6,2
0.0037142857142857,french,6,2
-0.0012380952380951998,spanish,6,2
0.005619047619047571,italian,6,2
0.001357142857142843,country_capital,6,2
0.005158309298855486,addition,6,3
0.006807929418853757,subtraction,6,3
0.007082438188950757,multiplication,6,3
0.000857142857142843,english,6,3
0.0012380952380952142,german,6,3
0.0129523809523809,french,6,3
0.009428571428571399,spanish,6,3
0.005238095238095186,italian,6,3
-0.0010714285714285999,country_capital,6,3
0.0004786902717575287,addition,6,4
0.001615847457864216,subtraction,6,4
0.0011206369494184286,multiplication,6,4
0.0039047619047618714,english,6,4
0.006380952380952342,german,6,4
0.0028571428571427574,french,6,4
0.005714285714285686,spanish,6,4
0.0008571428571428286,italian,6,4
0.0034285714285714427,country_capital,6,4
9.101911160734285e-05,addition,6,5
-0.002209472367035357,subtraction,6,5
0.0019520756321176286,multiplication,6,5
0.0011428571428571143,english,6,5
0.001523809523809543,german,6,5
-0.0004761904761904715,french,6,5
-0.0078095238095238,spanish,6,5
-0.005047619047619043,italian,6,5
-0.001642857142857086,country_capital,6,5
-0.003412537104974043,addition,6,6
-0.0027812178251253148,subtraction,6,6
-0.0020327237110850573,multiplication,6,6
0.008380952380952314,english,6,6
-0.002857142857142786,german,6,6
0.008952380952380943,french,6,6
-0.0012380952380951998,spanish,6,6
0.0007619047619047712,italian,6,6
0.004499999999999986,country_capital,6,6
-0.0014558557455615713,addition,6,7
-0.003318799112496528,subtraction,6,7
0.0005707749766572572,multiplication,6,7
0.01019047619047617,english,6,7
0.015619047619047541,german,6,7
0.015333333333333313,french,6,7
-0.0009523809523809427,spanish,6,7
0.015142857142857085,italian,6,7
-0.00021428571428568584,country_capital,6,7
0.008706948692452829,addition,7,0
0.007775953808096628,subtraction,7,0
-0.0001422913532157,multiplication,7,0
0.003333333333333329,english,7,0
0.014857142857142815,german,7,0
0.008857142857142815,french,7,0
0.0095238095238095,spanish,7,0
0.006857142857142757,italian,7,0
-0.0007857142857143287,country_capital,7,0
-0.00015010972531984287,addition,7,1
0.00020351874238428574,subtraction,7,1
0.001418286226689543,multiplication,7,1
-0.00019047619047619997,english,7,1
0.016571428571428556,german,7,1
0.0007619047619047858,french,7,1
-0.0008571428571428572,spanish,7,1
-0.001999999999999957,italian,7,1
-0.003571428571428514,country_capital,7,1
0.011243392197593812,addition,7,2
0.0043007583919348,subtraction,7,2
0.0015929675211187428,multiplication,7,2
0.0031428571428571,english,7,2
0.0067619047619047,german,7,2
0.006476190476190415,french,7,2
0.0021904761904761286,spanish,7,2
0.006190476190476129,italian,7,2
0.0022857142857141996,country_capital,7,2
-0.00045754621973111435,addition,7,3
-0.0010077377882000001,subtraction,7,3
-0.0018959988579735998,multiplication,7,3
0.015809523809523756,english,7,3
0.014857142857142815,german,7,3
0.022190476190476142,french,7,3
0.01780952380952377,spanish,7,3
0.0030476190476190286,italian,7,3
0.005214285714285614,country_capital,7,3
-9.164169164168571e-05,addition,7,4
0.0007233290752198285,subtraction,7,4
0.0002890073511922143,multiplication,7,4
0.005523809523809443,english,7,4
0.006571428571428542,german,7,4
0.005904761904761843,french,7,4
0.0009523809523809426,spanish,7,4
0.001238095238095257,italian,7,4
-0.0013571428571428144,country_capital,7,4
0.0052728441415415715,addition,7,5
0.011037451383039557,subtraction,7,5
0.003823940081082857,multiplication,7,5
0.014761904761904698,english,7,5
0.013904761904761856,german,7,5
0.012761904761904684,french,7,5
0.012190476190476128,spanish,7,5
0.011047619047618985,italian,7,5
0.0008571428571428715,country_capital,7,5
0.006024375577736857,addition,7,6
0.0033275442500231853,subtraction,7,6
0.002396988756652557,multiplication,7,6
0.006761904761904671,english,7,6
0.004000000000000001,german,7,6
0.0006666666666666286,french,7,6
-1.431146867680866e-17,spanish,7,6
0.0008571428571428429,italian,7,6
-0.0021428571428570714,country_capital,7,6
0.0072457457186448,addition,7,7
0.001564083947487314,subtraction,7,7
0.0028198759534893572,multiplication,7,7
0.013238095238095172,english,7,7
-0.0003809523809523713,german,7,7
-0.0013333333333332856,french,7,7
0.001238095238095243,spanish,7,7
0.002571428571428514,italian,7,7
-0.0023571428571428714,country_capital,7,7
0.004224196283019786,addition,8,0
0.005880739879479285,subtraction,8,0
0.0010230567907037857,multiplication,8,0
0.007428571428571386,english,8,0
0.0024761904761904574,german,8,0
0.0031428571428571282,french,8,0
0.003714285714285657,spanish,8,0
0.0018095238095237574,italian,8,0
-0.0015714285714285,country_capital,8,0
0.005226352429083457,addition,8,1
0.0104626058737403,subtraction,8,1
0.005983634059684444,multiplication,8,1
-0.0006666666666666567,english,8,1
0.0039047619047619005,german,8,1
0.010666666666666642,french,8,1
-0.006095238095238029,spanish,8,1
0.004095238095238057,italian,8,1
-0.0001428571428571714,country_capital,8,1
-0.0009570456309951909,addition,8,2
-0.0013810019889851143,subtraction,8,2
-0.0004276051213025857,multiplication,8,2
0.0016190476190475716,english,8,2
0.0023809523809523283,german,8,2
0.0013333333333333,french,8,2
-0.004095238095238085,spanish,8,2
-9.523809523808574e-05,italian,8,2
-0.0011428571428570716,country_capital,8,2
0.010021477549838842,addition,8,3
0.009446319677832257,subtraction,8,3
0.010853452670889571,multiplication,8,3
0.024095238095238027,english,8,3
0.002285714285714257,german,8,3
0.009333333333333272,french,8,3
0.004476190476190399,spanish,8,3
0.003333333333333243,italian,8,3
-0.0011428571428570428,country_capital,8,3
-0.00034751714205495714,addition,8,4
-0.00025040609095231426,subtraction,8,4
0.0009319414401346714,multiplication,8,4
0.0013333333333333,english,8,4
-0.008190476190476099,german,8,4
-0.001904761904761857,french,8,4
0.0032380952380952144,spanish,8,4
9.523809523805712e-05,italian,8,4
0.0007857142857142726,country_capital,8,4
-0.0059151783790439005,addition,8,5
-0.005129411267226329,subtraction,8,5
0.0001649700983734571,multiplication,8,5
0.01923809523809519,english,8,5
0.003999999999999928,german,8,5
0.021428571428571346,french,8,5
0.0094285714285714,spanish,8,5
0.0148571428571428,italian,8,5
-0.0002142857142857,country_capital,8,5
-0.0006534730830948429,addition,8,6
-0.0013901335359318286,subtraction,8,6
-0.0002480142795269,multiplication,8,6
0.0010476190476190858,english,8,6
0.0030476190476189714,german,8,6
0.0039047619047618285,french,8,6
0.0013333333333332572,spanish,8,6
0.0034285714285713998,italian,8,6
0.003928571428571357,country_capital,8,6
-0.0008195986242204427,addition,8,7
-0.0021058478947134284,subtraction,8,7
0.0017116415330700571,multiplication,8,7
-0.0012380952380952,english,8,7
-0.0029523809523809,german,8,7
-0.0027619047619047003,french,8,7
-0.0027619047619047146,spanish,8,7
0.0017142857142856999,italian,8,7
-0.004142857142857129,country_capital,8,7
0.0025722684722684283,addition,9,0
0.004061560117442414,subtraction,9,0
0.002009069719573843,multiplication,9,0
0.0015238095238095286,english,9,0
-0.002190476190476186,german,9,0
0.0031428571428571,french,9,0
0.0017142857142856999,spanish,9,0
0.0028571428571428003,italian,9,0
-0.004428571428571371,country_capital,9,0
0.008172370059134671,addition,9,1
0.0028051775022362863,subtraction,9,1
0.004739556374220186,multiplication,9,1
0.0088571428571428,english,9,1
0.005047619047619014,german,9,1
0.004571428571428486,french,9,1
-0.0009523809523808857,spanish,9,1
0.003047619047619043,italian,9,1
0.000999999999999943,country_capital,9,1
0.004667183299116057,addition,9,2
0.0013208924595478429,subtraction,9,2
0.0013158673104051572,multiplication,9,2
0.026571428571428517,english,9,2
0.018380952380952314,german,9,2
0.021714285714285655,french,9,2
0.010666666666666571,spanish,9,2
0.007619047619047586,italian,9,2
-0.008142857142857085,country_capital,9,2
0.006001749713094172,addition,9,3
0.0063655999773646705,subtraction,9,3
0.0008793952546052571,multiplication,9,3
0.0005714285714285142,english,9,3
-0.002095238095238057,german,9,3
-0.000285714285714286,french,9,3
0.0013333333333333,spanish,9,3
-0.0008571428571428569,italian,9,3
-0.0005714285714285285,country_capital,9,3
0.002261578889520028,addition,9,4
0.0011842840244100144,subtraction,9,4
0.0014319269432714,multiplication,9,4
0.005809523809523743,english,9,4
0.0008571428571428428,german,9,4
-9.52380952381143e-05,french,9,4
0.005523809523809486,spanish,9,4
0.00019047619047617162,italian,9,4
0.0016428571428571711,country_capital,9,4
0.0050928982082343284,addition,9,5
0.005929588408790071,subtraction,9,5
0.0020044452046552,multiplication,9,5
0.008190476190476158,english,9,5
0.003523809523809471,german,9,5
0.0017142857142856717,french,9,5
-0.002190476190476129,spanish,9,5
0.0021904761904762283,italian,9,5
0.007714285714285658,country_capital,9,5
0.0009641136718868144,addition,9,6
0.0022288990343612,subtraction,9,6
9.384848733587142e-05,multiplication,9,6
0.0012380952380952287,english,9,6
0.0005714285714286002,german,9,6
0.0014285714285714002,french,9,6
0.0020952380952380858,spanish,9,6
0.003047619047619072,italian,9,6
0.006071428571428543,country_capital,9,6
0.002441607575431086,addition,9,7
0.002793691998944043,subtraction,9,7
0.0027869113379617428,multiplication,9,7
0.004190476190476114,english,9,7
-0.010095238095238,german,9,7
-0.007619047619047544,french,9,7
-0.006476190476190443,spanish,9,7
-0.004761904761904685,italian,9,7
-0.006928571428571401,country_capital,9,7
0.0036613099163518856,addition,10,0
0.006222888930241828,subtraction,10,0
0.0014692069290808574,multiplication,10,0
0.02190476190476189,english,10,0
0.013523809523809471,german,10,0
0.024571428571428543,french,10,0
0.008952380952380901,spanish,10,0
0.010666666666666658,italian,10,0
0.006071428571428472,country_capital,10,0
0.0025932755541998717,addition,10,1
0.005276312521900701,subtraction,10,1
0.001395647893967186,multiplication,10,1
0.0019047619047618432,english,10,1
0.00047619047619044285,german,10,1
0.0019047619047618716,french,10,1
0.007904761904761871,spanish,10,1
0.005809523809523729,italian,10,1
0.003714285714285657,country_capital,10,1
0.0026601668017633856,addition,10,2
0.0031019437845067714,subtraction,10,2
-0.00027399681706398573,multiplication,10,2
0.0031428571428571144,english,10,2
0.004571428571428558,german,10,2
0.0024761904761904283,french,10,2
-9.523809523812861e-05,spanish,10,2
9.523809523805712e-05,italian,10,2
-0.007285714285714257,country_capital,10,2
0.0054342390880205566,addition,10,3
0.005726850227270343,subtraction,10,3
0.0030671053192061,multiplication,10,3
0.011238095238095202,english,10,3
-0.003904761904761886,german,10,3
0.0006666666666666432,french,10,3
0.0015238095238095143,spanish,10,3
0.007238095238095187,italian,10,3
0.005428571428571357,country_capital,10,3
-0.001550551743618943,addition,10,4
0.0012869084230428998,subtraction,10,4
0.0030471044517262577,multiplication,10,4
0.0178095238095238,english,10,4
0.016952380952380903,german,10,4
0.007904761904761843,french,10,4
0.01342857142857133,spanish,10,4
0.012761904761904743,italian,10,4
-0.0187857142857142,country_capital,10,4
0.0075396237127329435,addition,10,5
0.004997503919982872,subtraction,10,5
0.0051179129616104,multiplication,10,5
0.0062857142857142,english,10,5
0.0033333333333333,german,10,5
0.0043809523809523,french,10,5
0.0006666666666666286,spanish,10,5
0.0016190476190476287,italian,10,5
-0.004214285714285629,country_capital,10,5
-0.004135683379800985,addition,10,6
-0.0035125918121716,subtraction,10,6
0.0014706851505170144,multiplication,10,6
-0.005619047619047586,english,10,6
-0.005999999999999943,german,10,6
-9.523809523812861e-05,french,10,6
-0.012666666666666658,spanish,10,6
-0.006666666666666628,italian,10,6
-0.011285714285714257,country_capital,10,6
0.0026187420811369573,addition,10,7
0.002907282236904071,subtraction,10,7
0.0027345108672839425,multiplication,10,7
0.005619047619047586,english,10,7
0.004761904761904701,german,10,7
0.005047619047618972,french,10,7
0.004857142857142814,spanish,10,7
-0.0015238095238094718,italian,10,7
0.0021428571428572,country_capital,10,7
0.0009821748279731286,addition,11,0
0.0008580229139052285,subtraction,11,0
-0.0009682287289430141,multiplication,11,0
-1.2390881971262907e-19,english,11,0
-0.0024761904761904144,german,11,0
-0.003809523809523772,french,11,0
-0.003904761904761886,spanish,11,0
-0.0019047619047619145,italian,11,0
0.010142857142857144,country_capital,11,0
0.007052199605560872,addition,11,1
0.009973528416805714,subtraction,11,1
0.005484907148562571,multiplication,11,1
0.02190476190476184,english,11,1
0.022571428571428517,german,11,1
0.009523809523809443,french,11,1
0.0265714285714285,spanish,11,1
0.009428571428571429,italian,11,1
0.01635714285714284,country_capital,11,1
-0.0036625002914918575,addition,11,2
-0.005817836699559343,subtraction,11,2
-0.0011771283183047714,multiplication,11,2
-0.004857142857142814,english,11,2
-0.004380952380952314,german,11,2
-0.0019047619047618863,french,11,2
